Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
01391390281;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;GIACON DANIELA;35010;BORGORICCO;0-2;049/5793851;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA LOVARA, 125, 35010 BORGORICCO PD;;;;;;;;;;
05373010288;SEDE;IMPRESA INDIVIDUALE;;27/04/2021;LIVIERO MATTEO;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA, SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PIOVEGA, 3, 35010 BORGORICCO PD;;;;;;;;;;
00755840287;SEDE;IMPRESA INDIVIDUALE;;29/11/1996;MARCIORI OTTORINO;35010;BORGORICCO;0-2;049/5797167;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 15.01.1978);01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA MUSON, 21, 35010 BORGORICCO PD;;;;;;;;;;
02370180289;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;MARCON GABRIELLA ELENA;35010;BORGORICCO;;049/9335587;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PIOVEGA, 9/A, 35010 BORGORICCO PD;;;;;;;;;;
00904310281;SEDE;IMPRESA INDIVIDUALE;;20/12/2007;MARZARI RICCARDO;35010;BORGORICCO;;;COLTIVAZIONI DI CEREALI ED ALTRI SEMINATIVI (DAL 20/11/2007);01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA CARBONARA, 15, 35010 BORGORICCO PD;;;;;;;;;;
04430430282;SEDE;IMPRESA INDIVIDUALE;;12/06/2018;MAZZONETTO GIUSEPPE;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA OLMO, 11/A, 35010 BORGORICCO PD;;;;;;;;;;
02712960281;SEDE;IMPRESA INDIVIDUALE;;15/05/1997;MICHELAN ANTONIO;35010;BORGORICCO;0-2;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 12/04/1997);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MUSON, 4, 35010 BORGORICCO PD;;;;;;;;;;
03265820286;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;MOMETTO BIANCA MARIA;35010;BORGORICCO;0-2;;COLTIVAZIONI DI PIANTE DA VIVAIO;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA PELOSA, 79, 35010 BORGORICCO PD;;;;;;;;;;
03417480286;SEDE;IMPRESA INDIVIDUALE;;04/04/2002;OLIVETTO  ANNA  MARIA;35010;BORGORICCO;0-2;049/9335542;COLTIVAZIONE DI TABACCO ED ALTRI SEMINATIVI (01/03/2002);01.15;Coltivazione di colture agricole e riproduzione piante;VIA DESMAN, 92/A, 35010 BORGORICCO PD;;;;;;;;;;
05294570287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/06/2020;ORGANIC MATTERS S.R.L. SOCIETA' AGRICOLA;35010;BORGORICCO;;;COLTIVAZIONE DI FIORI IN COLTURE PROTETTE ULTERIORI SPECIFICHE: COLTIVAZIONE DI CANAPA;01.19.2;Coltivazione di colture agricole e riproduzione piante;VIA ROMA, 160/A, 35010 BORGORICCO PD;;;;;;;;;;
03940270287;SEDE;SOCIETA' COOPERATIVA A RESPONSABILITA LIMITATA;;02/09/2004;ORTOROMI SOCIETA' COOPERATIVA AGRICOLA;35010;BORGORICCO;250+;;GESTIRE DIRETTAMENTE IMPIANTI DI RACCOLTA, E LA MONDATURA DEI PRODOTTI ORTOFRUTTICOLI CONFERITI DAI SOCI, CON PROPRIO PERSONALE, NELLA SEDE AZIENDALE E NEI FONDI DEI SOCI (DAL 19.12.2006);01.61;Attività di supporto all'agricoltura e alla caccia;VIA PIOVEGA, 55, 35010 BORGORICCO PD;https://www.ortoromi.it/;ortoromi, freschi, prodotti, aiutarti, pubblicato, prodotto, radicchio, idee, piatti, estratti, frutta, europeo, parlamento, visione, trattamento, ue, autorizzo, preso, verdure, contorni, coltivazione, pranzo, rucola, pausa, mix, autorizzo trattamento, preso visione, visione autorizzo, parlamento europeo, trattamento ue;True;en, it;https://www.facebook.com/ortoromi/;;https://www.linkedin.com/company/ortoromi-soc-coop-agr-/;https://www.youtube.com/user/OrtoRomi;;https://www.instagram.com/ortoromi/
03940270287;UL;SOCIETA' COOPERATIVA A RESPONSABILITA LIMITATA;;01/01/2005;ORTOROMI SOCIETA' COOPERATIVA AGRICOLA;35010;LOREGGIA;250+;;PRODUZIONE,COLTIVAZIONE, RACCOLTA, MONDATURA, MANIPOLAZIONE, SELEZIONE E CONFEZIONAMENTO DI ORTAGGI CONFERITI DAI SOCI AI SENSI DELL'ART. 4, COMMA 2, LETTERA D, D.LGS 114/98. (DAL 01/09/2006);01.61;Attività di supporto all'agricoltura e alla caccia;VIA BOSCALTO OVEST, 9/A, 35010 LOREGGIA PD;https://www.ortoromi.it/;ortoromi, freschi, prodotti, aiutarti, pubblicato, prodotto, radicchio, idee, piatti, estratti, frutta, preso, ue, visione, trattamento, autorizzo, parlamento, europeo, verdure, contorni, pranzo, coltivazione, pausa, rucola, mix, autorizzo trattamento, preso visione, visione autorizzo, parlamento europeo, trattamento ue;True;en, it;https://www.facebook.com/ortoromi/;;https://www.linkedin.com/company/ortoromi-soc-coop-agr-/;https://www.youtube.com/user/OrtoRomi;;https://www.instagram.com/ortoromi/
03940270287;UL;SOCIETA' COOPERATIVA A RESPONSABILITA LIMITATA;;01/09/2006;ORTOROMI SOCIETA' COOPERATIVA AGRICOLA;35010;VILLANOVA DI CAMPOSAMPIERO;250+;;PRODUZIONE, COLTIVAZIONE, RACCOLTA, MONDATURA, MANIPOLAZIONE SELEZIONE E CONFEZIONAMENTO DI ORTAGGI CONFERITI DAI SOCI AI SENSI DELL'ART. 4, COMMA 2, LETTERA D, D. LGS. 114/98. (DAL 01/09/2006);01.61;Attività di supporto all'agricoltura e alla caccia;VIA STROPPARI, 25/A, 35010 VILLANOVA DI CAMPOSAMPIERO PD;https://www.ortoromi.it/;ortoromi, freschi, prodotti, aiutarti, pubblicato, prodotto, radicchio, idee, piatti, estratti, frutta, europeo, parlamento, visione, trattamento, ue, autorizzo, preso, verdure, contorni, coltivazione, pranzo, rucola, pausa, mix, autorizzo trattamento, preso visione, visione autorizzo, parlamento europeo, trattamento ue;True;en, it;https://www.facebook.com/ortoromi/;;https://www.linkedin.com/company/ortoromi-soc-coop-agr-/;https://www.youtube.com/user/OrtoRomi;;https://www.instagram.com/ortoromi/
00196320287;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;PASQUALETTO GIORGIO;35010;BORGORICCO;0-2;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CASTELLARO, 15, 35010 BORGORICCO PD;;;;;;;;;;
01727350280;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;PAVIN VITTORIO;35010;BORGORICCO;0-2;;COLTIVAZIONE DI ORTAGGI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA CARBONARA, 6, 35010 BORGORICCO PD;;;;;;;;;;
05266280287;SEDE;SOCIETA' SEMPLICE;;27/01/2020;PD FLOR SOCIETA' AGRICOLA DI RIGOBON VALENTINA & C. S.S.;35010;BORGORICCO;3-9;;COLTIVAZIONE DI FIORI E PIANTE ORNAMENTALI, DI PRODOTTI VEGETALI IN SERRA E ALL'ARIA APERTA.;01.19.2;Coltivazione di colture agricole e riproduzione piante;VIA DELL'INDUSTRIA, 14, 35010 BORGORICCO PD;;;;;;;;;;
05266280287;UL;SOCIETA' SEMPLICE;;31/03/2020;PD FLOR SOCIETA' AGRICOLA DI RIGOBON VALENTINA & C. S.S.;35010;BORGORICCO;3-9;;COLTIVAZIONE DI FIORI IN COLTURE PROTETTE E PIANTE ORNAMENTALI, DI PRODOTTI VEGETALI IN SERRA (DAL 31/03/2020);01.19.2;Coltivazione di colture agricole e riproduzione piante;VIA ROMA, 160/A, 35010 BORGORICCO PD;;;;;;;;;;
01173680289;SEDE;IMPRESA INDIVIDUALE;;13/09/1996;PEDRON GIOVANNI;35010;BORGORICCO;0-2;049/5798187; REALIZZAZIONE DI PARCHI, GIARDINI, AREE BOSCHIVE, LORO MANUTENZIONE E ALTRE ATTIVITA' ANNESSE E CONNSSE (DAL 5.9.1996).;01.6;Attività di supporto all'agricoltura e alla caccia;VIA DESMAN, 265, 35010 BORGORICCO PD;;;;;;;;;;
04857860284;SEDE;IMPRESA INDIVIDUALE;;30/01/2015;PERON ADRIANO;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MUSSOLINI, 9, 35010 BORGORICCO PD;;;;;;;;;;
02676380286;SEDE;IMPRESA INDIVIDUALE;;08/09/2017;PERON DENIS;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DESMAN, 131, 35010 BORGORICCO PD;;;;;;;;;;
02161640285;SEDE;IMPRESA INDIVIDUALE;;07/11/1996;PERON LEANDRO;35010;BORGORICCO;0-2;099/5798789;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 16.02.1988);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA RONCHI, 23, 35010 BORGORICCO PD;;;;;;;;;;
01067150282;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PERON LINO;35010;BORGORICCO;;049/5298860;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;;;;;;;;;;;
05325430287;SEDE;IMPRESA INDIVIDUALE;;01/12/2020;PERON LUIGI;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CARBONARE, 43 A, 35010 BORGORICCO PD;;;;;;;;;;
01802680288;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PERUZZO MARIA PIA;35010;BORGORICCO;0-2;049/5798607;COLTIVAZIONI CEREALICOLE;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DESMAN, 187, 35010 BORGORICCO PD;;;;;;;;;;
01048020281;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PINTON GELMINA;35010;BORGORICCO;0-2;049/9335055;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA CANAREI, 17, 35010 BORGORICCO PD;;;;;;;;;;
03238040285;SEDE;IMPRESA INDIVIDUALE;;18/03/1997;PUNTO VERDE DI  ROSA GIUSEPPE;35010;BORGORICCO;0-2;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CASTELLARO, 4, 35010 BORGORICCO PD;;;;;;;;;;
04902840281;SEDE;IMPRESA INDIVIDUALE;;19/05/2015;RAMPAZZO ANDREA;35010;BORGORICCO;0-2;;COLTIVAZIONE DI ORTAGGI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA VENETO, 21/A, 35010 BORGORICCO PD;;;;;;;;;;
05160920285;SEDE;IMPRESA INDIVIDUALE;;01/04/2019;RAVAN ANTONIO;35010;BORGORICCO;;;COLTIVAZIONE DI CEREALI ED ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PIOVEGA, 36, 35010 BORGORICCO PD;;;;;;;;;;
01732080286;SEDE;IMPRESA INDIVIDUALE;;18/12/1996;RAVAN CELIO;35010;BORGORICCO;0-2;;COLTIVAZIONE DI TABACCO COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.15;Coltivazione di colture agricole e riproduzione piante;VIA PIOVEGA, 19, 35010 BORGORICCO PD;;;;;;;;;;
05292050282;SEDE;IMPRESA INDIVIDUALE;;29/05/2020;REMIEL AZIENZA AGRICOLA APISTICA DI PIERLUIGI SIMIONATO;35010;BORGORICCO;;;APICOLTURA, (DAL 29/05/2020);01.49.3;Allevamento di animali e coltivazioni associate all'allevamento;VIA MUSSOLINI, 2/A, 35010 BORGORICCO PD;;;;;;;;;;
03475380287;SEDE;IMPRESA INDIVIDUALE;;23/06/2004;REPACI GRAZIA MADDALENA;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DAL 08/05/2004);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DELLE BADESSE, 13, 35010 BORGORICCO PD;;;;;;;;;;
05295400286;SEDE;IMPRESA INDIVIDUALE;;01/07/2020;RETTORE ANDREA;35010;BORGORICCO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DESMAN, 469/A, 35010 BORGORICCO PD;;;;;;;;;;
03343850289;SEDE;IMPRESA INDIVIDUALE;;30/06/1998;RETTORE GIULIANA;35010;BORGORICCO;0-2;049/9335934;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 02.06.98);01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA CANAREI, 23, 35010 BORGORICCO PD;;;;;;;;;;
