id;Progressivo;Provincia_N_REA;N_REA;Codice_fiscale;Partita_IVA;Sede_o_UL;Progressivo_loc;N_Albo_Artigiani;Codici_sezioni_RI;Sezioni_RI;Codice_forma_giuridica;Forma_giuridica;Sito_internet;Email;Data_iscrizione;Data_cancellazione;Data_chiusura_ultimo_protocollo;Denominazione;Codice_toponimo;Toponimo;Via;N_civico;Codice_stradario;Cap;Codice_comune_catastale;Codice_comune_camerale;Comune;Sigla_provincia_istat;Provincia_istat;Sigla_provincia_camerale;Frazione;Altre_indicazioni;Codice_stato_estero;Stato_estero;Anno_dichiarazione_addetti;Addetti_indipendenti;Addetti_dipendenti;Classe_addetti;Telefono;Capitale;Valuta;Attivita'_dichiarata;Codici_ateco_e_importanza;Codice_ateco_principale;Settore_livello_1;Settore_livello_2;Codice_stato_impresa_o_attivita';Stato_impresa_o_attivita';Data_ultimo_bilancio_XBRL;Valore_produzione;Ricavi;Utile_o_perdite;Flag;Indirizzo;Indirizzo_corretto;Latitude;Longitude;PI;Name;URL;Index;company_file_name;Keys;Title_and_description;Logo;Link_to_contacts;Link_to_products;Link_to_certifications;Link_to_trading_information;Phones_list;emails_list;Has_contact_form;Certifications_list;Available_translations;Countries_relationships;Home_page_images_(all);Contacts_page_images_(filtered);Products_page_images_(filtered);Trading_page_images_(filtered);Videos;Tracking;CMS;Framework;JS_library;Favicon;Language;Sitemap;Facebook;Twitter;Linkedin;Flickr;Youtube;Pinterest;Instagram;Slideshare;Foursquare;Warnings;Index2
71;;;;;00779420280;SEDE;;;;;;SOCIETA' IN NOME COLLETTIVO;;;08/06/1978;;;BA.CU.PA S.N.C. DI CURTAROLO GABRIELLA E PATTARO IVANA -;;;;;;35010;;;BORGORICCO;;;;;;;;;;;3-9;049/9335577;;;ATTIVITA' ESERCITATA: COMMERCIO ALL'INGROSSO ARTICOLI PER LA PULIZIA E L'IGIENE DELLA CASA (DAL 3.5.1978);;46.44.3;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;;nan;nan;00779420280;BA.CU.PA S.N.C. DI CURTAROLO GABRIELLA E PATTARO IVANA -;;0;-71-00779420280.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;;;;;01359860283;SEDE;;;;;;IMPRESA INDIVIDUALE;;;06/04/1987;;;BAGGIO FEDERICO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;049/9335567;;; AGENTE DI COMMERCIO PER LA VENDITA DI PRODOTTI DI CARTOLIBRERIA (DAL 15/04/1993);;46.18;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;VIA A MANTEGNA, 3-A, 35010 BORGORICCO PD;45.5341048;11.9703769;01359860283;BAGGIO FEDERICO;;0;-72-01359860283.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;;05008130287;SEDE;;;;;;IMPRESA INDIVIDUALE;;;26/06/2017;;;BARICHELLA CHIARA;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;AGENTE / RAPPRESENTANTE DI APPARECCHI ELETTRODOMESTICI;;46.18.22;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;PIAZZETTA RUZZANTE, 6, 35010 BORGORICCO PD;45.5358026;11.9359957;05008130287;BARICHELLA CHIARA;;0;-91-05008130287.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;03289550281;SEDE;;;;;;SOCIETA' IN NOME COLLETTIVO;;;02/02/1998;;;BELLINA S.N.C. DI ZORZI CLAUDIA E FLAVIA;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;049/5798071;;;COMMERCIO AL MINUTO DI ABBIGLIAMENTO E DI BIGIOTTERIA (DAL 10.02.1998);;47.71.1;Commercio;Altre attività di commercio al dettaglio;;Registrata Attiva;;;;;;;VIA DESMAN, 255, 35010 BORGORICCO PD;45.53087559999999;11.9644027;03289550281;BELLINA S.N.C. DI ZORZI CLAUDIA E FLAVIA;;0;-100-03289550281.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;;;;;04478180286;SEDE;;;;;;IMPRESA INDIVIDUALE;;;19/05/2010;;;BERNARDI STEFANO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;AGENTE DI COMMERCIO PER LA VENDITA DI CALZATURE ED ACCESSORI;;46.16.05;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;VIA CROCE RUZZA, 1, 35010 BORGORICCO PD;45.53508919999999;11.9473277;04478180286;BERNARDI STEFANO;;0;-104-04478180286.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;;;;;04330310287;SEDE;;;;;;IMPRESA INDIVIDUALE;;;02/03/2009;;;BERTO ANTONELLA;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;RIVENDITA GENERI DI MONOPOLIO (DAL 12/02/2009);;47.26;Commercio;Altre attività di commercio al dettaglio;;Registrata Attiva;;;;;;;VIA ROMA, 67B, 35010 BORGORICCO PD;45.5314096;11.9649025;04330310287;BERTO ANTONELLA;;0;-111-04330310287.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;;;;;05330700286;SEDE;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;09/12/2020;;;BIANCHI INGROSSO SRL;;;;;;35010;;;BORGORICCO;;;;;;;;;;;3-9;;;;COMMERCIO ALL'INGROSSO DI DETERGENTI, ARTICOLI E MATERIALI PER LA PULIZIA E L'IGENE IN GENERE.;;46.44.3;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;VIA DESMAN, 503, 35010 BORGORICCO PD;45.53708719999999;11.9298383;05330700286;BIANCHI INGROSSO SRL;;0;-115-05330700286.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;;;;;01299660280;SEDE;;;;;;SOCIETA' IN NOME COLLETTIVO;;;09/10/1992;;;BORDIN EMANUELE DI BORDIN GIOVANNI E F.LLI S.N.C.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;049/9335155;;;ATTIVITA': COMMERCIO AL MINUTO DI ACCESSORI DI ABBIGLIAMENTO E BIANCHE- RIA INTIMA, ARTICOLI PER LA PULIZIA DELLA CASA E IGIENE DELLA PERSONA, PRODOTTI TESSILI DI QUALUNQUE TIPO E PREGIO COMPRESI QUELLI PER L'ARREDAMENTO (DAL 10.9.1992);;47.51;Commercio;Altre attività di commercio al dettaglio;;Registrata Attiva;;;;;;;VIA ROMA, 113, 35010 BORGORICCO PD;45.536022;11.96677;01299660280;BORDIN EMANUELE DI BORDIN GIOVANNI E F.LLI S.N.C.;;0;-131-01299660280.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;;;;;05250330288;SEDE;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;;29/10/2019;;;BORGOPLAST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;;;;;35012;;;CAMPOSAMPIERO;;;;;;;;;;;0-2;;;;COMMERCIO ALL'INGROSSO DI GRANULI PLASTICI E MATERIALI PLASTICI VARI.;;46.76.2;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;PIAZZA VITTORIA, 6/4, 35012 CAMPOSAMPIERO PD;45.5710578;11.9325148;05250330288;BORGOPLAST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;0;-133-05250330288.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;;;;;05250330288;UL;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;;18/02/2020;;;BORGOPLAST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;COMMERCIO ALL'INGROSSO DI GRANULI PLASTICI E MATERIALI PLASTICI VARI (DAL 18/02/2020);;46.76.2;Commercio;Altre attività di commercio all'ingrosso;;Registrata Attiva;;;;;;;VIA DELL'INDUSTRIA, 3 - 3A, 35010 BORGORICCO PD;45.5350905;11.9552181;05250330288;BORGOPLAST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;0;-134-05250330288.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;;;;;00514230283;SEDE;;;;;;IMPRESA INDIVIDUALE;;;14/01/1963;;;BOZZA RITA;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;PIZZICHERIA (DAL 12.4.1954), COMMERCIO AL MINUTO PRODOTTI PER L'AGRICOLTURA, TES SUTI, ARTICOLI PER LA PULIZIA DELLA CASA E L'IGIENE DELLA PERSONA, CARTOLERIA (DAL 16.9.1973), RIVENDITA GENERI DI MONOPOLIO (DAL 17/08/1972);;47.11.4;Commercio;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);;Registrata Attiva;;;;;;;VIA STRAELLE, 49, 35010 BORGORICCO PD;45.5558842;11.9723833;00514230283;BOZZA RITA;;0;-139-00514230283.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
